college_id,university_id,college_name,university_name,college_type,state,district
C-39588,U-0366,"Sri Sri Balunkeswar +3 Mahavidyalaya, Baruan, Dhenkanal","Utkal University, Bhubaneswar",Affiliated College,Odisha,Dhenkanal
C-39538,U-0366,"Sri Sri Jagannath Mohavidyalaya,Rajnagar, Kendrapara","Utkal University, Bhubaneswar",Affiliated College,Odisha,Kendrapara
C-39715,U-0366,"S.S.B.College,Mahakalpara, Kendrapara","Utkal University, Bhubaneswar",Affiliated College,Odisha,Kendrapara
C-39620,U-0366,"S.S.D.College of Science & Technology, Bali, Cuttack","Utkal University, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-39670,U-0366,"S.S.D.Mahavidyalaya,Gurudijhatia,Cuttack","Utkal University, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-39690,U-0366,"S.S. Mahavidyalaya, Baliput, Puri","Utkal University, Bhubaneswar",Affiliated College,Odisha,Puri
C-39804,U-0366,"S.S.R.N.J. Mahavidyalaya, Gania, Nayagarh","Utkal University, Bhubaneswar",Affiliated College,Odisha,Nayagarh
C-39851,U-0366,"+S.S.S. Mohavidyalaya, Satyavihar, Dhenkanal","Utkal University, Bhubaneswar",Affiliated College,Odisha,Dhenkanal
C-39659,U-0366,"Stawart Sc.College,Cuttack","Utkal University, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-39658,U-0366,"Sudarshan Mahaviidyala,Baialish Mauza,Cuttack","Utkal University, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-39624,U-0366,"Sukinda College,Sukinda,Jajpur","Utkal University, Bhubaneswar",Affiliated College,Odisha,Jajapur
C-39750,U-0366,"Sukra Behera Degree College, Kendudhip, Nayagarh","Utkal University, Bhubaneswar",Affiliated College,Odisha,Nayagarh
C-39549,U-0366,"Sunakhala College, Rajsunakhala, Nayagarh","Utkal University, Bhubaneswar",Affiliated College,Odisha,Nayagarh
C-39553,U-0366,"S.V.M. Autonomous College,Jagatsinghpur,","Utkal University, Bhubaneswar",Affiliated College,Odisha,Jagatsinghapur
C-39621,U-0366,"SVNIRTAR, Olatpur, Bairoi, Cuttack","Utkal University, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-39514,U-0366,"Talcher College, Talcher,Angul","Utkal University, Bhubaneswar",Affiliated College,Odisha,Anugul
C-39531,U-0366,"Tangi College,Tangi,Cuttack","Utkal University, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-39742,U-0366,"Thakur Nigamananda Mohavidyalaya,Niigama Vihar, Babar, Kendrapara","Utkal University, Bhubaneswar",Affiliated College,Odisha,Kendrapara
C-39655,U-0366,"The Law College, Cuttack","Utkal University, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-39627,U-0366,"Trident Academy of Creative Technology, Chandaka Industrial Estate, Bhubaneswar","Utkal University, Bhubaneswar",Affiliated College,Odisha,Khordha
C-39786,U-0366,"Tusalisi Womens College, Kendrapara (W)","Utkal University, Bhubaneswar",Affiliated College,Odisha,Kendrapara
C-39595,U-0366,"UG.Mahavidyalaya, Khamar,Angul","Utkal University, Bhubaneswar",Affiliated College,Odisha,Anugul
C-39665,U-0366,"U.G.S. Mahavidyalaya, Sakhigopal","Utkal University, Bhubaneswar",Affiliated College,Odisha,Puri
C-39555,U-0366,"U.K.Mahavir College, Madanpur, Kendrapara","Utkal University, Bhubaneswar",Affiliated College,Odisha,Kendrapara
C-39713,U-0366,"U.N.College of Science &Technology,Adasapur,Cuttack","Utkal University, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-39818,U-0366,"United Institute of IT & Management Studies, 37/A, Chandaka Industrial Estate, BBSR","Utkal University, Bhubaneswar",Affiliated College,Odisha,Khordha
C-39668,U-0366,University Law College,"Utkal University, Bhubaneswar",Constituent / University College,Odisha,Khordha
C-39821,U-0366,"U.N.S.College,Mugpal, Jajpur","Utkal University, Bhubaneswar",Affiliated College,Odisha,Jajapur
C-39596,U-0366,"V.H.J.Mohavidyalaya, Nikirai,Kendrapara","Utkal University, Bhubaneswar",Affiliated College,Odisha,Kendrapara
C-39603,U-0366,"VISWASS College of Nursing, Plot No. 474, Pitapalli Square, Kumarbasta, Khurda","Utkal University, Bhubaneswar",Affiliated College,Odisha,Khordha
C-39631,U-0366,"VISWASS, Plot No. 474, Pitapalli Square, Kumarbasta, Khurda","Utkal University, Bhubaneswar",Affiliated College,Odisha,Khordha
C-39740,U-0366,"Vyasa Nagar College,Jajpur Road, Jajpur","Utkal University, Bhubaneswar",Affiliated College,Odisha,Jajapur
C-39850,U-0366,"Womens College, Japakuda,Cuttack (W)","Utkal University, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-39835,U-0366,"Women's College, Khandapara, Nayagarh","Utkal University, Bhubaneswar",Affiliated College,Odisha,Nayagarh
C-39739,U-0366,"Women's College, Khurda","Utkal University, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23117,U-0365,Academy of Management Studies,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Mayurbhanj
C-23099,U-0365,Academy of Yoga and Oriental Studies,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23081,U-0365,Ashutosh Maharaj College of Management and Technology,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Mayurbhanj
C-23120,U-0365,Asian Institute of Social Science and Technology,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Ganjam
C-23116,U-0365,Asian School of Business Management,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23118,U-0365,Balasore College of Art and Crafts,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Baleshwar
C-23112,U-0365,Bhadrak College of Art and Crafts,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Bhadrak
C-23113,U-0365,Bhubaneswar School of Hotel Management and Tourism,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23094,U-0365,B.K. College of Art and Crafts,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23098,U-0365,Buji Pattnaik College of Hotel Management and Tourism,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23085,U-0365,Central Institute of Hotel Management and Catering,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23084,U-0365,Centre for Management and Computer Education,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23083,U-0365,Centre for Philanthrophy and Social Research,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23088,U-0365,Centre for Social Sciences and Research,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23110,U-0365,Dhauli College of Art and Crafts,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23104,U-0365,First Academy of Media and Entertainment,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23096,U-0365,Global Institute of Engineering and Management,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23114,U-0365,Gopabandhu Institute of Social Sciences and Management,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23111,U-0365,Govt. College of Art and Crafts,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Ganjam
C-23095,U-0365,Guru Harekrushna Behera College of Art and Culture,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Baleshwar
C-23109,U-0365,Indian Institute of Yogic Science and Research,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23100,U-0365,Institute of Hotel Administration and Culinary Technology,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23087,U-0365,Institute of Management and Culinary Arts,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Mayurbhanj
C-23090,U-0365,Institute of Tourism and Hotel Management,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23107,U-0365,Jayadev Institute of Social Science and Research,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23089,U-0365,Kalayatan College of Art and Crafts,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Sundargarh
C-23102,U-0365,National College of Hotel Management,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Sundargarh
C-23092,U-0365,National Institute of Fashion Design,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23108,U-0365,National Institute of Hotel Management and Tourism,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23086,U-0365,National Institute of Social Work and Social Science,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23097,U-0365,National Society for Education and Research,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23106,U-0365,Odissi Research Centre,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23082,U-0365,Orissa Academy of Social Sciences and Integrated Studies,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Baleshwar
C-23105,U-0365,Orissa Institute of Media Science and Culture,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23093,U-0365,"Premere Institute of Hotel Management, Catering Technology and Tourism","Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Puri
C-23080,U-0365,Regional Institute of Social Science of Research,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Puri
C-23119,U-0365,Sambad School of Media and Culture,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23101,U-0365,Satwik Institute of Professional Studies,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23121,U-0365,Shree Aurobinda College of Art and Crafts,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Kendujhar
C-23103,U-0365,Utkal Sangeet Mahavidyalaya,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Khordha
C-23115,U-0365,Xavier College of Hotel Management,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Cuttack
C-23091,U-0365,Yuvodaya College of Advance Technology,"Utkal University of Culture, Bhubaneswar",Affiliated College,Odisha,Balangir
C-16669,U-0654,College of Forestry & Hill Agriculture,"UTTARAKHAND UNIVERSITY OF HORTICULTURE AND FORESTRY, BHARSAR",Constituent / University College,Uttrakhand,Tehri Garhwal
C-16674,U-0654,VCSG College of Horticulture,"UTTARAKHAND UNIVERSITY OF HORTICULTURE AND FORESTRY, BHARSAR",Constituent / University College,Uttrakhand,Garhwal
C-47618,U-0565,"BALIKA SANSKRIT MAHAVIDYALAYA, SENDUL KEMAR, TEHRI-GARHWAL","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Tehri Garhwal
C-47629,U-0565,"BARAHEE DEVI SANSKRIT MAHAVIDYALAYA, DEVIDHURA, CHAMPAWAT","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Champawat
C-47613,U-0565,"DAIVI SAMPAD ADHYATMA SANSKRIT MAHAVIDYALAYA, PARMARTHA NIKETAN, PO- SWARGASHRAMA, PAURI-GARHWAL","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Garhwal
C-47617,U-0565,"RAJKIYA SANSKRIT MAHAVIDYALAYA, CHAMBA, TEHRI-GARHWAL","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Tehri Garhwal
C-47611,U-0565,"SANSKRIT JYOTISH MAHAVIDYALAYA, SATIYANA, PO- THALABAND, CHAMOLI","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Chamoli
C-47606,U-0565,"SHEETAL VEDIC SANSTHAN, RANIPHOKHARI, DEHRADUN","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47601,U-0565,"SHRI 108 KALIKAMALIWALE RAMNATHJI CHHATRAHIT KARINEE SANSKRIT PATHASHALA, RISHIKESH","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47610,U-0565,"SHRI 108 SWAMI SACHCHIDANANAD SARSWATI SANSKRIT MAHAVIDYALAYA, MANDAL, CHAMOLI","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Chamoli
C-47626,U-0565,"SHRI 108 SWAMI SACHCHIDANAND VEDA BHAWAN SANSKRIT MAHAVIDYALAYA, RUDRAPRAYAG","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Rudraprayag
C-47619,U-0565,"SHRI BADRINATH RAJKIYA SANSKRIT MAHAVIDYALAYA, NEW TEHRI","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Tehri Garhwal
C-47609,U-0565,"SHRI BADRINATH VEDA-VEDANGA SNATKOTAT MAHAVIDYALAYA, JOSHIMATH, CHAMOLI","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Chamoli
C-47608,U-0565,"SHRIBADRISH KEERTI SANSKRIT VIDYALPEETH, DIMMAR SIMALI, CHAMOLI","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Chamoli
C-47596,U-0565,"SHRI BHAGWANDAS ADARSH SANSKRIT MAHAVIDYALAYA, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47595,U-0565,"SHRI BRAHAMCHARI RAMKRISHANA SANSKRIT MAHAVIDYALAYA, PALIWAL DHARMSHALA, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47597,U-0565,"SHRI DARSHAN MAHAVIDYALAYA, MUNI-KI-RETI, PO- SHIVANAND NAGAR, RISHIKESH","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47600,U-0565,"SHRI DRONASTHALI ARYA KANYA GURUKULA MAHAVIDYALAYA, KISHANPUR, DEHRADUN","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47594,U-0565,"SHRI GARIBDASEEYA SADHU SANSKRIT MAHAVIDYALAYA, JAGJEETPUR, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47591,U-0565,"SHRI GURUKULA MAHAVIDYALAYA, JWALAPUR, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47590,U-0565,"SHRI GURUMANDALASHRAMA SANSKRIT MAHAVIDYALAYA, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47599,U-0565,"SHRI GURU RAMRAI LAKSHMAN SANSKRIT MAHAVIDYALAYA, DEHRADUN","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47592,U-0565,"SHRI JAGADDEVA SINGH SANSKRIT MAHAVIDYALAYA, SAPTRISHI ASHRAMA, SAPTSAROWAR, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47593,U-0565,"SHRI JAGADGURU SHRI CHANDRA SANSKRIT MAHAVIDYALAYA, BHAGVADDHAMA, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47586,U-0565,"SHRI JAIBHARATA SADHU SANSKRIT MAHAVIDYALAYA, NIRANJANI AKHARA, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47612,U-0565,"SHRI JAIDAYAL SANSKRIT MAHAVIDYALAYA, SHRINAGAR, PAURI-GARHWAL","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Garhwal
C-47607,U-0565,"SHRI JAIRAM SANSKRIT MAHAVIDYALAYA, RISHIKESH","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47616,U-0565,"SHRI JWALAMUKHI SANSKRIT MAHAVIDYALAYA, DEVDHUNG VINAYKHAL, TEHRI-GARHWAL","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Tehri Garhwal
C-47625,U-0565,"SHRI KEDARNATH ADARSH SANSKRIT MAHAVIDYALAYA, SHORITPUR, LAMGONDI, RUDRAPRAYAG","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Rudraprayag
C-47624,U-0565,"SHRI KEDARNATH SANATAN DHARMA UPADHI SANSKRIT MAHAVIDYALAYA, UTTARAKHAND VIDYAPEETH, RUDRAPRAYAG","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Rudraprayag
C-47620,U-0565,"SHRI MAHADEVI GIRI SNATAKOTAR MAHAVIDYALAYA, HALDWANI","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Nainital
C-47603,U-0565,"SHRI MUNISHWAR VEDANASH SANSKRIT MAHAVIDYALAYA, RISHIKESH","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47630,U-0565,"SHRI NARAYAN SANSKRIT MAHAVIDYALAYA, KAMERI DEVI, BAGESHWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Bageshwar
C-47589,U-0565,"SHRI NIRMAL SANSKRIT MAHAVIDYALAYA, KANKHAL, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47598,U-0565,"SHRI PUNJAB SINDH KSHETRA SADHU MAHAVIDYALAYA, RISHIKESH","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47614,U-0565,"SHRI RAGHUNATH KEERTI ADARSH SANSKRIT MAHAVIDYALAYA, DEVPRAYAG, PAURI-GARHWAL","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Garhwal
C-47587,U-0565,"SHRI RAMANUJ SHRI VAISHANAV SANSKRIT MAHAVIDAYALAYA, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47585,U-0565,"SHRI RISHIKULA VIDYAPEETH BRAHMCHARYA SANSKRIT MAHAVIDYALAYA, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47584,U-0565,"SHRI RISHI SANSKRIT MAHAVIDYALAYA, NIRDHAN NIKETAN, KHARKHARI, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47628,U-0565,"SHRI SANATAM DHARMA SANSKRIT MAHAVIDYALAYA, MAYKOTI, RUDRAPRAYAG","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Rudraprayag
C-47621,U-0565,"SHRI SANATAN DHRAMA SANSKRIT MAHAVIDYALAYA, RAILWAY BAZAR, HALDWANI","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Nainital
C-47602,U-0565,"SHRI SANATAN DHRAM SANSKRIT MAHAVIDYALAYA, LANDHAUR, MASOORI, DEHARADUN","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47622,U-0565,"SHRI SANATAN SATSANG SANSKRIT MAHAVIDYALAYA, KASHIPUR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Udham Singh Nagar
C-47627,U-0565,"SHRI SARSWATI SANSKRIT MAHAVIDYALAYA, VASUKEDAR, RUDRAPRAYAG","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Rudraprayag
C-47604,U-0565,"SHRI SHIVANAND SANSKRIT MAHAVIDYALAYA, 62, PREETAM PATH DALANWALA, DEHRADUN","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47588,U-0565,"SHRI UDASEEN SANSKRIT MAHAVIDYALAYA, PANCHAYATI AKHARA, HARIDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Hardwar
C-47623,U-0565,"SHRI VISHWANATHA SNATAKOTAR SANSKRIT MAHAVIDYALAYA, UJELI, UTTARAKASHI","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Uttarkashi
C-47605,U-0565,"UTTARANCHAL AYURVEDIC COLLEGE, RAJPUR ROAD, DEHRADUN","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Dehradun
C-47615,U-0565,"VEDIC ASHRAM GURUKULA MAHAVIDYALAYA, KANVASHRAMA, KOTDWAR","Uttaranchal Sanskrit University, Hardwar",Affiliated College,Uttrakhand,Garhwal
C-17879,U-0587,"RRS Hill Zone, Kalimpong","Uttar Banga Krishi Vishwavidyalaya, Cooch Behar",PG Center / Off-Campus Center,West Bengal,Darjiling
C-17877,U-0587,"RRS Old Alluvial Zone, Majhian","Uttar Banga Krishi Vishwavidyalaya, Cooch Behar",PG Center / Off-Campus Center,West Bengal,Dakshin Dinajpur
C-17878,U-0587,"RRSS Hill Zone, Pedong","Uttar Banga Krishi Vishwavidyalaya, Cooch Behar",PG Center / Off-Campus Center,West Bengal,Darjiling
C-17876,U-0587,"RRSS Old Alluvial Zone, Manikchak","Uttar Banga Krishi Vishwavidyalaya, Cooch Behar",PG Center / Off-Campus Center,West Bengal,Maldah
C-17880,U-0587,"RRSS Terai Zone, Kharibari","Uttar Banga Krishi Vishwavidyalaya, Cooch Behar",PG Center / Off-Campus Center,West Bengal,Koch Bihar
C-17881,U-0587,"RRS Terai Zone, Pundibari","Uttar Banga Krishi Vishwavidyalaya, Cooch Behar",PG Center / Off-Campus Center,West Bengal,Koch Bihar
C-21307,U-0566,Academy of Management Studies,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21328,U-0566,Amrapali Institute of Hotel Management,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Nainital
C-21304,U-0566,Amrapali Institute of Management & Computer Applications,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Nainital
C-21255,U-0566,Amrapali Institute of Technology & Sciences,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Nainital
C-21320,U-0566,Balwant Singh Mukhiya (BSM) College of Engineering,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Hardwar
C-21277,U-0566,Beehive College of Engg. & Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21316,U-0566,Beehive College of Management & Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21293,U-0566,B.F.I.T. Technical Campus,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21283,U-0566,Bipin Chandra Tripathi Kumaon Engineering College,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Almora
C-21313,U-0566,Birla Institute of Applied Sciences,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Nainital
C-21331,U-0566,Bishambhar Sahaya Management Institute,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Hardwar
C-21308,U-0566,Bishambhar Sahay Institute of Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Hardwar
C-47450,U-0566,BLUE MOUNTAINS COLLEGE OF TEACHER EDUCATION,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21267,U-0566,B.R.D. College of Management & Sciences,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Hardwar
C-21261,U-0566,COER School of Management,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Hardwar
C-21275,U-0566,College of Engineering Roorkee,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Hardwar
C-21258,U-0566,Daas College of Management & Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Tehri Garhwal
C-21311,U-0566,Dehradun Institute of Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21254,U-0566,Dev Bhoomi Institute of Pharmacy & Research,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21289,U-0566,Dev Bhoomi Institute of Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21260,U-0566,Dev Bhoomi Institute of Technology and Engineering,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21268,U-0566,Devsthali Vidhyapeeth College of Management Studies,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Udham Singh Nagar
C-21269,U-0566,Devsthali Vidhyapeeth College of Pharmacy,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Udham Singh Nagar
C-21266,U-0566,Doon Business School,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21329,U-0566,Doon College of Engg. & Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21314,U-0566,Doon Institute of Engineering & Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21281,U-0566,Doon Institute of Management & Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21276,U-0566,Dronas College of Management & Technical Education,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21323,U-0566,G.B. Pant Engineering College,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Garhwal
C-21327,U-0566,Global Institute of Pharmaceutical Education & Research,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Udham Singh Nagar
C-21257,U-0566,Govt. Institute of Hotel Management-Almora,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Almora
C-21291,U-0566,Govt. Institute of Hotel Management-Dehradun,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21309,U-0566,G.R.D. Institute of Management & Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21274,U-0566,GRD (PG) IMT,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21302,U-0566,Gyani Indra Singh Institute of Professional Studies,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21280,U-0566,Hermes College of Engg. & Management,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Hardwar
C-21294,U-0566,Himalayan Institute of Pharmacy & Research,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21324,U-0566,Institute of Co-Operative Management,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21297,U-0566,Institute of Management Studies,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Hardwar
C-21287,U-0566,Institute of Management Studies-Dehradun,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21285,U-0566,Institute of Management & Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Udham Singh Nagar
C-21271,U-0566,Institute of Technology Roorkee (ITR),"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Hardwar
C-21312,U-0566,J.B. Institute of Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21286,U-0566,Kukreja Institute of Hotel Management & Catering Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21303,U-0566,Mahadevi Institute of Technology,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
C-21270,U-0566,Maya Institute of Technology & Management,"Uttrakhand Technical University, Dehradun",Affiliated College,Uttrakhand,Dehradun
